run_name,feature_mode,loss,lr,best_val_acc,test_acc,vocab_size
exp_01_bow_ce_lr0.5,bow,ce,0.5,0.3235638921453693,0.3158053792686612,7689.0
exp_02_bow_ce_lr0.2,bow,ce,0.2,0.3364595545134818,0.3321245089150801,7689.0
exp_03_bow_mse_lr0.5,bow,mse,0.5,0.31887456037514655,0.3124811121184648,7689.0
exp_04_bow_mse_lr0.2,bow,mse,0.2,0.32708089097303633,0.3158053792686612,7689.0
exp_05_ngram_ce_lr0.5,ngram,ce,0.5,0.3048065650644783,0.3055303717135086,8000.0
exp_06_ngram_ce_lr0.2,ngram,ce,0.2,0.33294255568581477,0.3203384708371109,8000.0
exp_07_ngram_mse_lr0.5,ngram,mse,0.5,0.3083235638921454,0.3100634632819583,8000.0
exp_08_ngram_mse_lr0.2,ngram,mse,0.2,0.3130128956623681,0.30885463886370507,8000.0
