epoch,train_loss,train_acc,val_loss,val_acc
1.0,1.5496240902257665,0.28482084690553744,1.51888722523715,0.2989449003516999
2.0,1.511447949223099,0.2977198697068404,1.5068715318845276,0.3141852286049238
3.0,1.5057797428218083,0.298371335504886,1.5044849220781227,0.30011723329425555
4.0,1.5044766309129298,0.29915309446254074,1.503769248758922,0.2989449003516999
5.0,1.503957325130798,0.3041042345276873,1.503412464858499,0.2989449003516999
6.0,1.5036875699164425,0.3017589576547231,1.5032221745494383,0.2989449003516999
7.0,1.5035140511112026,0.2996742671009772,1.5030502238838224,0.31887456037514655
8.0,1.503405608183398,0.31530944625407165,1.5029148388859255,0.2989449003516999
9.0,1.5033010608132578,0.3047557003257329,1.5027815589871245,0.31887456037514655
10.0,1.5031386992209121,0.3087947882736156,1.5026382188305067,0.2989449003516999
11.0,1.502945477985792,0.3116612377850163,1.5026062325883442,0.2989449003516999
12.0,1.5029209175637956,0.30319218241042345,1.5023819308767286,0.2989449003516999
13.0,1.502730899897771,0.3050162866449511,1.5022548321123559,0.3235638921453693
14.0,1.5026734696925657,0.30762214983713354,1.5021295589411245,0.2989449003516999
15.0,1.5025659079815743,0.3054071661237785,1.5019910610854137,0.32004689331770225
16.0,1.502358229183607,0.31153094462540715,1.5018783212406834,0.3388042203985932
17.0,1.5022426377989182,0.3127035830618892,1.5017403742912088,0.3305978898007034
18.0,1.5021149485429646,0.3231270358306189,1.5016115248412907,0.32590855803048063
19.0,1.502028028926166,0.3293811074918567,1.5014867388489377,0.2989449003516999
20.0,1.501904732815994,0.30749185667752443,1.5013520127863287,0.32590855803048063
21.0,1.5017246567698177,0.3149185667752443,1.5012520033197974,0.3388042203985932
22.0,1.5016356105214221,0.31022801302931596,1.5011049634826141,0.3212192262602579
23.0,1.5014716643386243,0.3287296416938111,1.5009728823848514,0.32590855803048063
24.0,1.5013693852533347,0.32677524429967425,1.5008507870565686,0.3235638921453693
25.0,1.501231248013748,0.32247557003257327,1.500714770514968,0.324736225087925
26.0,1.5011385444088168,0.3211726384364821,1.5006030491899354,0.3481828839390387
27.0,1.5010398131007092,0.32612377850162866,1.5004793462831558,0.3552168815943728
28.0,1.5008591797608117,0.3256026058631922,1.5003453498708406,0.3481828839390387
29.0,1.5007846821713524,0.33381107491856676,1.500232531904196,0.3305978898007034
30.0,1.500676629488942,0.33068403908794786,1.500092539250641,0.3305978898007034
