epoch,train_loss,train_acc,val_loss,val_acc
1.0,1.5315925356930165,0.28807817589576545,1.5072128289190294,0.2989449003516999
2.0,1.5049517835467956,0.30397394136807815,1.5035314156050419,0.2966002344665885
3.0,1.5035968948730816,0.30241042345276875,1.5027963046032546,0.33177022274325907
4.0,1.5031472790435394,0.3051465798045603,1.5022684710246597,0.31887456037514655
5.0,1.5025679761812043,0.31140065146579804,1.50176143213006,0.30128956623681125
6.0,1.5020582616601006,0.321042345276873,1.50138360562386,0.2989449003516999
7.0,1.5015515148989151,0.3099674267100977,1.501019742955636,0.2977725674091442
8.0,1.5011938772605373,0.3269055374592834,1.5004507563178453,0.30011723329425555
9.0,1.5007819819062074,0.3172638436482085,1.5000046553114235,0.34349355216881594
10.0,1.500290801626075,0.3345928338762215,1.4994902761712023,0.32590855803048063
11.0,1.4996150104696666,0.3345928338762215,1.4994864120013829,0.30128956623681125
12.0,1.4994299236881616,0.31882736156351793,1.4987778444223079,0.34583821805392734
13.0,1.4988611610083316,0.3282084690553746,1.4982781832271277,0.34466588511137164
14.0,1.4985593763780127,0.33732899022801305,1.497882071441391,0.31652989449003516
15.0,1.4982218973955037,0.3317263843648208,1.4973721738996428,0.3528722157092614
16.0,1.4975583943481943,0.32977198697068405,1.497082626833586,0.34114888628370454
17.0,1.4972039900385208,0.3309446254071661,1.4965376535306083,0.34583821805392734
18.0,1.4967501724193462,0.3460586319218241,1.4961661480515671,0.3528722157092614
19.0,1.496440542621799,0.3543973941368078,1.4957650584045357,0.31887456037514655
20.0,1.4960099740137107,0.3403257328990228,1.4953293213391499,0.3540445486518171
21.0,1.495473775118104,0.3400651465798046,1.4950737081127456,0.3399765533411489
22.0,1.495088580501196,0.33107491856677523,1.4945369476729793,0.34114888628370454
23.0,1.4946430832399995,0.3588273615635179,1.4941004387519006,0.3516998827667057
24.0,1.4942810142156744,0.35778501628664494,1.4937480328929942,0.3552168815943728
25.0,1.4938002094927363,0.3471009771986971,1.4933394014765482,0.3399765533411489
26.0,1.4934507552031975,0.3467100977198697,1.4930282951379577,0.34349355216881594
27.0,1.49316165496938,0.3554397394136808,1.4925678072612982,0.34232121922626024
28.0,1.4925631602190994,0.3523127035830619,1.492180727291219,0.3388042203985932
29.0,1.4922850621872694,0.3511400651465798,1.4918732377596784,0.3540445486518171
30.0,1.4919486906629431,0.35726384364820846,1.4913852258136655,0.3528722157092614
