epoch,train_loss,test_exact
1.0,2.1270908514926097,0.0
2.0,2.003885156599157,0.0
3.0,1.972636658002018,0.0
4.0,1.9377113401292818,0.0
5.0,1.9109091925032076,0.0
6.0,1.8853231821669467,0.0
7.0,1.8694044658920477,0.0
8.0,1.8476140396326979,0.0
9.0,1.8340703464280488,0.0
10.0,1.8289250802145598,0.0
